Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - End Silver Ore
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - End Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Thorium Ore
appliedenergistics2:facade:0, Cable Facade - End Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - End Tin Ore
appliedenergistics2:facade:0, Cable Facade - Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Nether Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - End Naquadah Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Almandine Ore
appliedenergistics2:facade:0, Cable Facade - End Almandine Ore
appliedenergistics2:facade:0, Cable Facade - Asbestos Ore
appliedenergistics2:facade:0, Cable Facade - Nether Asbestos Ore
appliedenergistics2:facade:0, Cable Facade - End Asbestos Ore
appliedenergistics2:facade:0, Cable Facade - Banded Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Banded Iron Ore
appliedenergistics2:facade:0, Cable Facade - End Banded Iron Ore
appliedenergistics2:facade:0, Cable Facade - Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - End Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - End Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Calcite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Calcite Ore
appliedenergistics2:facade:0, Cable Facade - End Calcite Ore
appliedenergistics2:facade:0, Cable Facade - Cassiterite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cassiterite Ore
appliedenergistics2:facade:0, Cable Facade - End Cassiterite Ore
appliedenergistics2:facade:0, Cable Facade - Cassiterite Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cassiterite Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Cassiterite Sand Ore
appliedenergistics2:facade:0, Cable Facade - Chalcopyrite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Chalcopyrite Ore
appliedenergistics2:facade:0, Cable Facade - End Chalcopyrite Ore
appliedenergistics2:facade:0, Cable Facade - Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Chromite Ore
appliedenergistics2:facade:0, Cable Facade - End Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - End Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - End Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - End Sheldonite Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Nether Galena Ore
appliedenergistics2:facade:0, Cable Facade - End Galena Ore
appliedenergistics2:facade:0, Cable Facade - Garnierite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Garnierite Ore
appliedenergistics2:facade:0, Cable Facade - End Garnierite Ore
appliedenergistics2:facade:0, Cable Facade - Green Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Nether Green Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - End Green Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Grossular Ore
appliedenergistics2:facade:0, Cable Facade - Nether Grossular Ore
appliedenergistics2:facade:0, Cable Facade - End Grossular Ore
appliedenergistics2:facade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - End Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - End Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - End Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - End Magnesite Ore
appliedenergistics2:facade:0, Cable Facade - Magnetite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Magnetite Ore
appliedenergistics2:facade:0, Cable Facade - End Magnetite Ore
appliedenergistics2:facade:0, Cable Facade - Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - End Molybdenite Ore
appliedenergistics2:facade:0, Cable Facade - Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Powellite Ore
appliedenergistics2:facade:0, Cable Facade - End Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Pyrite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pyrite Ore
appliedenergistics2:facade:0, Cable Facade - End Pyrite Ore
appliedenergistics2:facade:0, Cable Facade - Pyrolusite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pyrolusite Ore
appliedenergistics2:facade:0, Cable Facade - End Pyrolusite Ore
appliedenergistics2:facade:0, Cable Facade - Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - End Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Rock Salt Ore
appliedenergistics2:facade:0, Cable Facade - Nether Rock Salt Ore
appliedenergistics2:facade:0, Cable Facade - End Rock Salt Ore
appliedenergistics2:facade:0, Cable Facade - Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Nether Ruby Ore
appliedenergistics2:facade:0, Cable Facade - End Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Nether Salt Ore
appliedenergistics2:facade:0, Cable Facade - End Salt Ore
appliedenergistics2:facade:0, Cable Facade - Saltpeter Ore
appliedenergistics2:facade:0, Cable Facade - Nether Saltpeter Ore
appliedenergistics2:facade:0, Cable Facade - End Saltpeter Ore
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - End Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Scheelite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Scheelite Ore
appliedenergistics2:facade:0, Cable Facade - End Scheelite Ore
appliedenergistics2:facade:0, Cable Facade - Sodalite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sodalite Ore
appliedenergistics2:facade:0, Cable Facade - End Sodalite Ore
appliedenergistics2:facade:0, Cable Facade - Tantalite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tantalite Ore
appliedenergistics2:facade:0, Cable Facade - End Tantalite Ore
appliedenergistics2:facade:0, Cable Facade - Spessartine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Spessartine Ore
appliedenergistics2:facade:0, Cable Facade - End Spessartine Ore
appliedenergistics2:facade:0, Cable Facade - Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - End Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Stibnite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Stibnite Ore
appliedenergistics2:facade:0, Cable Facade - End Stibnite Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - End Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Topaz Ore
appliedenergistics2:facade:0, Cable Facade - End Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - End Tungstate Ore
appliedenergistics2:facade:0, Cable Facade - Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - End Uraninite Ore
appliedenergistics2:facade:0, Cable Facade - Wulfenite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Wulfenite Ore
appliedenergistics2:facade:0, Cable Facade - End Wulfenite Ore
appliedenergistics2:facade:0, Cable Facade - Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - End Yellow Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Quartzite Ore
appliedenergistics2:facade:0, Cable Facade - End Quartzite Ore
appliedenergistics2:facade:0, Cable Facade - Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Graphite Ore
appliedenergistics2:facade:0, Cable Facade - End Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Bornite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Bornite Ore
appliedenergistics2:facade:0, Cable Facade - End Bornite Ore
appliedenergistics2:facade:0, Cable Facade - Chalcocite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Chalcocite Ore
appliedenergistics2:facade:0, Cable Facade - End Chalcocite Ore
appliedenergistics2:facade:0, Cable Facade - Realgar Ore
appliedenergistics2:facade:0, Cable Facade - Nether Realgar Ore
appliedenergistics2:facade:0, Cable Facade - End Realgar Ore
appliedenergistics2:facade:0, Cable Facade - Bastnasite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Bastnasite Ore
appliedenergistics2:facade:0, Cable Facade - End Bastnasite Ore
appliedenergistics2:facade:0, Cable Facade - Pentlandite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pentlandite Ore
appliedenergistics2:facade:0, Cable Facade - End Pentlandite Ore
appliedenergistics2:facade:0, Cable Facade - Spodumene Ore
appliedenergistics2:facade:0, Cable Facade - Nether Spodumene Ore
appliedenergistics2:facade:0, Cable Facade - End Spodumene Ore
appliedenergistics2:facade:0, Cable Facade - Lepidolite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lepidolite Ore
appliedenergistics2:facade:0, Cable Facade - End Lepidolite Ore
appliedenergistics2:facade:0, Cable Facade - Glauconite Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Glauconite Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Glauconite Sand Ore
appliedenergistics2:facade:0, Cable Facade - Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Malachite Ore
appliedenergistics2:facade:0, Cable Facade - End Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Mica Ore
appliedenergistics2:facade:0, Cable Facade - Nether Mica Ore
appliedenergistics2:facade:0, Cable Facade - End Mica Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Barite Ore
appliedenergistics2:facade:0, Cable Facade - End Barite Ore
appliedenergistics2:facade:0, Cable Facade - Alunite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Alunite Ore
appliedenergistics2:facade:0, Cable Facade - End Alunite Ore
appliedenergistics2:facade:0, Cable Facade - Talc Ore
appliedenergistics2:facade:0, Cable Facade - Nether Talc Ore
appliedenergistics2:facade:0, Cable Facade - End Talc Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - End Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Kyanite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Kyanite Ore
appliedenergistics2:facade:0, Cable Facade - End Kyanite Ore
appliedenergistics2:facade:0, Cable Facade - Pyrochlore Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pyrochlore Ore
appliedenergistics2:facade:0, Cable Facade - End Pyrochlore Ore
appliedenergistics2:facade:0, Cable Facade - Oilsands Ore
appliedenergistics2:facade:0, Cable Facade - Nether Oilsands Ore
appliedenergistics2:facade:0, Cable Facade - End Oilsands Ore
appliedenergistics2:facade:0, Cable Facade - Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Olivine Ore
appliedenergistics2:facade:0, Cable Facade - End Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Opal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Opal Ore
appliedenergistics2:facade:0, Cable Facade - End Opal Ore
appliedenergistics2:facade:0, Cable Facade - Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Nether Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - End Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Apatite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Apatite Ore
appliedenergistics2:facade:0, Cable Facade - End Apatite Ore
appliedenergistics2:facade:0, Cable Facade - Tricalcium Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tricalcium Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - End Tricalcium Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Nether Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - End Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Yellow Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellow Garnet Ore
appliedenergistics2:facade:0, Cable Facade - End Yellow Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Vanadium Magnetite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Vanadium Magnetite Ore
appliedenergistics2:facade:0, Cable Facade - End Vanadium Magnetite Ore
appliedenergistics2:facade:0, Cable Facade - Pollucite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pollucite Ore
appliedenergistics2:facade:0, Cable Facade - End Pollucite Ore
appliedenergistics2:facade:0, Cable Facade - Bentonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Bentonite Ore
appliedenergistics2:facade:0, Cable Facade - End Bentonite Ore
appliedenergistics2:facade:0, Cable Facade - Fullers Earth Ore
appliedenergistics2:facade:0, Cable Facade - Nether Fullers Earth Ore
appliedenergistics2:facade:0, Cable Facade - End Fullers Earth Ore
appliedenergistics2:facade:0, Cable Facade - Pitchblende Ore
appliedenergistics2:facade:0, Cable Facade - Nether Pitchblende Ore
appliedenergistics2:facade:0, Cable Facade - End Pitchblende Ore
appliedenergistics2:facade:0, Cable Facade - Monazite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Monazite Ore
appliedenergistics2:facade:0, Cable Facade - End Monazite Ore
appliedenergistics2:facade:0, Cable Facade - Trona Ore
appliedenergistics2:facade:0, Cable Facade - Nether Trona Ore
appliedenergistics2:facade:0, Cable Facade - End Trona Ore
appliedenergistics2:facade:0, Cable Facade - Gypsum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gypsum Ore
appliedenergistics2:facade:0, Cable Facade - End Gypsum Ore
appliedenergistics2:facade:0, Cable Facade - Zeolite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Zeolite Ore
appliedenergistics2:facade:0, Cable Facade - End Zeolite Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - End Electrotine Ore
appliedenergistics2:facade:0, Cable Facade - Diatomite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diatomite Ore
appliedenergistics2:facade:0, Cable Facade - End Diatomite Ore
appliedenergistics2:facade:0, Cable Facade - Granitic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Granitic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Granitic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Garnet Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Garnet Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Garnet Sand Ore
appliedenergistics2:facade:0, Cable Facade - Basaltic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Nether Basaltic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - End Basaltic Mineral Sand Ore
appliedenergistics2:facade:0, Cable Facade - Crushing Wheels
appliedenergistics2:facade:0, Cable Facade - Slicing Blades
appliedenergistics2:facade:0, Cable Facade - Electrolytic Cell
appliedenergistics2:facade:0, Cable Facade - Heat Vent
appliedenergistics2:facade:0, Cable Facade - Molybdenum Disilicide Coil Block
appliedenergistics2:facade:0, Cable Facade - Secure Maceration Casing
appliedenergistics2:facade:0, Cable Facade - High Temperature Smelting Casing
appliedenergistics2:facade:0, Cable Facade - Large-Scale Assembler Casing
appliedenergistics2:facade:0, Cable Facade - Stress Proof Casing
appliedenergistics2:facade:0, Cable Facade - Corrosion Proof Casing
appliedenergistics2:facade:0, Cable Facade - Vibration-Safe Casing
appliedenergistics2:facade:0, Cable Facade - Watertight Casing
appliedenergistics2:facade:0, Cable Facade - Shock Proof Cutting Casing
appliedenergistics2:facade:0, Cable Facade - Nonconducting Casing
appliedenergistics2:facade:0, Cable Facade - Reaction-Safe Mixing Casing
appliedenergistics2:facade:0, Cable Facade - Laser-Safe Engraving Casing
appliedenergistics2:facade:0, Cable Facade - Atomic Casing
appliedenergistics2:facade:0, Cable Facade - Industrial Steam Casing
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Adobe Bricks
appliedenergistics2:facade:0, Cable Facade - Reinforced Adobe Bricks
appliedenergistics2:facade:0, Cable Facade - Porcelain Tile
appliedenergistics2:facade:0, Cable Facade - Dark Porcelain Tile
appliedenergistics2:facade:0, Cable Facade - Food-Safe Bismuth Bronze Casing
appliedenergistics2:facade:0, Cable Facade - Banana Leaves
appliedenergistics2:facade:0, Cable Facade - Orange Leaves
appliedenergistics2:facade:0, Cable Facade - Mango Leaves
appliedenergistics2:facade:0, Cable Facade - Apricot Leaves
appliedenergistics2:facade:0, Cable Facade - Lemon Leaves
appliedenergistics2:facade:0, Cable Facade - Lime Leaves
appliedenergistics2:facade:0, Cable Facade - Olive Leaves
appliedenergistics2:facade:0, Cable Facade - Rainbowwood Leaves
appliedenergistics2:facade:0, Cable Facade - Nutmeg Leaves
appliedenergistics2:facade:0, Cable Facade - Coconut Leaves
appliedenergistics2:facade:0, Cable Facade - Banana Pseudostem
appliedenergistics2:facade:0, Cable Facade - Orange Wood
appliedenergistics2:facade:0, Cable Facade - Mango Wood
appliedenergistics2:facade:0, Cable Facade - Apricot Wood
appliedenergistics2:facade:0, Cable Facade - Lemon Wood
appliedenergistics2:facade:0, Cable Facade - Lime Wood
appliedenergistics2:facade:0, Cable Facade - Olive Wood
appliedenergistics2:facade:0, Cable Facade - Rainbowwood Wood
appliedenergistics2:facade:0, Cable Facade - Nutmeg Wood
appliedenergistics2:facade:0, Cable Facade - Coconut Wood
appliedenergistics2:facade:0, Cable Facade - Banana Planks
appliedenergistics2:facade:0, Cable Facade - Orange Planks
appliedenergistics2:facade:0, Cable Facade - Mango Planks
appliedenergistics2:facade:0, Cable Facade - Apricot Planks
appliedenergistics2:facade:0, Cable Facade - Lemon Planks
appliedenergistics2:facade:0, Cable Facade - Lime Planks
appliedenergistics2:facade:0, Cable Facade - Olive Planks
appliedenergistics2:facade:0, Cable Facade - Rainbowwood Planks
appliedenergistics2:facade:0, Cable Facade - Nutmeg Planks
appliedenergistics2:facade:0, Cable Facade - Coconut Planks
appliedenergistics2:facade:0, Cable Facade - Dyeable Clean
appliedenergistics2:facade:0, Cable Facade - Dyeable Floor
appliedenergistics2:facade:0, Cable Facade - Dyeable Grainy Big
appliedenergistics2:facade:0, Cable Facade - Dyeable Grainy
appliedenergistics2:facade:0, Cable Facade - Dyeable Grainy Low
appliedenergistics2:facade:0, Cable Facade - Dyeable Brick
appliedenergistics2:facade:0, Cable Facade - Dyeable Bordered
appliedenergistics2:facade:0, Cable Facade - Dyeable Brick Big
appliedenergistics2:facade:0, Cable Facade - Dyeable Chiseled
appliedenergistics2:facade:0, Cable Facade - Dyeable Broken Brick Big
appliedenergistics2:facade:0, Cable Facade - Dyeable Clay
appliedenergistics2:facade:0, Cable Facade - Lava Block
appliedenergistics2:facade:0, Cable Facade - Dyeable Strips
appliedenergistics2:facade:0, Cable Facade - White Lava Block
appliedenergistics2:facade:0, Cable Facade - Dyeable Gravel
appliedenergistics2:facade:0, Cable Facade - Dyeable Sand
appliedenergistics2:facade:0, Cable Facade - Dyeable Stone
appliedenergistics2:facade:0, Cable Facade - Dyeable Cork
appliedenergistics2:facade:0, Cable Facade - White Opaque Water
appliedenergistics2:facade:0, Cable Facade - Water
appliedenergistics2:facade:0, Cable Facade - White Water
appliedenergistics2:facade:0, Cable Facade - Little Storage Block
appliedenergistics2:facade:0, Cable Facade - Andesite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Granite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Diorite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Marble Cobblestone
appliedenergistics2:facade:0, Cable Facade - Limestone Cobblestone
appliedenergistics2:facade:0, Cable Facade - tile.notreepunching:cobblestone.basalt.name
appliedenergistics2:facade:0, Cable Facade - Xtone Tile
appliedenergistics2:facade:0, Cable Facade - Agon 1
appliedenergistics2:facade:0, Cable Facade - Azur 1
appliedenergistics2:facade:0, Cable Facade - Bitt 1
appliedenergistics2:facade:0, Cable Facade - Cray 1
appliedenergistics2:facade:0, Cable Facade - Fort 1
appliedenergistics2:facade:0, Cable Facade - Iszm 1
appliedenergistics2:facade:0, Cable Facade - Jelt 1
appliedenergistics2:facade:0, Cable Facade - Korp 1
appliedenergistics2:facade:0, Cable Facade - Kryp 1
appliedenergistics2:facade:0, Cable Facade - Lair 1
appliedenergistics2:facade:0, Cable Facade - Lave 1
appliedenergistics2:facade:0, Cable Facade - Mint 1
appliedenergistics2:facade:0, Cable Facade - Myst 1
appliedenergistics2:facade:0, Cable Facade - Reds 1
appliedenergistics2:facade:0, Cable Facade - Reed 1
appliedenergistics2:facade:0, Cable Facade - Roen 1
appliedenergistics2:facade:0, Cable Facade - Sols 1
appliedenergistics2:facade:0, Cable Facade - Sync 1
appliedenergistics2:facade:0, Cable Facade - Tank 1
appliedenergistics2:facade:0, Cable Facade - Vect 1
appliedenergistics2:facade:0, Cable Facade - Vena 1
appliedenergistics2:facade:0, Cable Facade - Zane 1
appliedenergistics2:facade:0, Cable Facade - Zech 1
appliedenergistics2:facade:0, Cable Facade - Zest 1
appliedenergistics2:facade:0, Cable Facade - Zeta 1
appliedenergistics2:facade:0, Cable Facade - Zion 1
appliedenergistics2:facade:0, Cable Facade - Zkul 1
appliedenergistics2:facade:0, Cable Facade - Zoea 1
appliedenergistics2:facade:0, Cable Facade - Zome 1
appliedenergistics2:facade:0, Cable Facade - Zone 1
appliedenergistics2:facade:0, Cable Facade - Zorg 1
appliedenergistics2:facade:0, Cable Facade - Ztyl 1
appliedenergistics2:facade:0, Cable Facade - Zyth 1
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Marble
appliedenergistics2:facade:0, Cable Facade - Runed Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Column
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Neromantic Prime
appliedenergistics2:facade:0, Cable Facade - Fysallidic Prime
appliedenergistics2:facade:0, Cable Facade - Treated Wood Trim
appliedenergistics2:facade:0, Cable Facade - Rubber Wood Trim
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
